JobID,startTime,submitTime,user
755312,Sat Apr 20 19:36:48 CDT 2019,Sat Apr 20 18:42:31 CDT 2019,akitazum
755304,Sat Apr 20 19:02:07 CDT 2019,Sat Apr 20 18:42:30 CDT 2019,akitazum
755314,Sat Apr 20 19:36:48 CDT 2019,Sat Apr 20 18:42:31 CDT 2019,akitazum
755315,Sat Apr 20 19:36:48 CDT 2019,Sat Apr 20 18:42:31 CDT 2019,akitazum
755316,Sat Apr 20 19:36:48 CDT 2019,Sat Apr 20 18:42:31 CDT 2019,akitazum
755317,Sat Apr 20 19:36:49 CDT 2019,Sat Apr 20 18:42:31 CDT 2019,akitazum
755318,Sat Apr 20 19:36:49 CDT 2019,Sat Apr 20 18:42:32 CDT 2019,akitazum
755319,Sat Apr 20 19:47:50 CDT 2019,Sat Apr 20 18:42:32 CDT 2019,akitazum
755320,Sat Apr 20 19:47:50 CDT 2019,Sat Apr 20 18:42:32 CDT 2019,akitazum
755321,Sat Apr 20 19:47:50 CDT 2019,Sat Apr 20 18:42:32 CDT 2019,akitazum
755322,Sat Apr 20 19:47:50 CDT 2019,Sat Apr 20 18:42:32 CDT 2019,akitazum
755323,Sat Apr 20 19:47:50 CDT 2019,Sat Apr 20 18:42:32 CDT 2019,akitazum
755324,Sat Apr 20 19:47:51 CDT 2019,Sat Apr 20 18:42:32 CDT 2019,akitazum
755325,Sat Apr 20 19:47:51 CDT 2019,Sat Apr 20 18:42:32 CDT 2019,akitazum
755326,Sat Apr 20 20:00:26 CDT 2019,Sat Apr 20 18:42:32 CDT 2019,akitazum
755327,Sat Apr 20 20:00:26 CDT 2019,Sat Apr 20 18:42:33 CDT 2019,akitazum
755328,Sat Apr 20 20:00:26 CDT 2019,Sat Apr 20 18:42:33 CDT 2019,akitazum
755329,Sat Apr 20 20:05:49 CDT 2019,Sat Apr 20 18:42:33 CDT 2019,akitazum
755330,Sat Apr 20 20:05:49 CDT 2019,Sat Apr 20 18:42:33 CDT 2019,akitazum
755331,Sat Apr 20 20:46:04 CDT 2019,Sat Apr 20 20:46:04 CDT 2019,hge
755332,Sat Apr 20 20:48:25 CDT 2019,Sat Apr 20 20:48:24 CDT 2019,hge
755334,Sat Apr 20 20:49:01 CDT 2019,Sat Apr 20 20:49:01 CDT 2019,hge
755335,Sat Apr 20 20:52:51 CDT 2019,Sat Apr 20 20:52:51 CDT 2019,hge
754313,Fri Apr 19 06:22:37 CDT 2019,Thu Apr 18 10:30:12 CDT 2019,dsundara
755338,Sat Apr 20 21:07:23 CDT 2019,Sat Apr 20 21:07:23 CDT 2019,hge
755339,Sat Apr 20 21:09:38 CDT 2019,Sat Apr 20 21:09:22 CDT 2019,hge
755340,Sat Apr 20 21:12:09 CDT 2019,Sat Apr 20 21:12:09 CDT 2019,hge
