CMDLINE /opt/rh/rh-python36/password/usr/bin/python3 MetricsBuilder2_memusage.py -s 2019-04-20T00:00:00Z -e 2019-04-20T23:59:59Z -i 5m
MEM 1.437500 1572529411.8551
MEM 8.804688 1572529411.9559
MEM 11.550781 1572529412.0567
MEM 16.292969 1572529412.1574
MEM 18.921875 1572529412.2579
MEM 21.222656 1572529412.3585
MEM 22.445312 1572529412.4593
MEM 24.699219 1572529412.5600
MEM 26.070312 1572529412.6606
MEM 27.574219 1572529412.7612
MEM 28.710938 1572529412.8618
MEM 29.839844 1572529412.9625
MEM 31.046875 1572529413.0630
MEM 31.304688 1572529413.1636
MEM 32.410156 1572529413.2642
MEM 32.664062 1572529413.3648
MEM 33.945312 1572529413.4655
MEM 34.917969 1572529413.5661
MEM 36.238281 1572529413.6667
MEM 36.988281 1572529413.7674
MEM 37.667969 1572529413.8681
MEM 38.000000 1572529413.9687
MEM 39.039062 1572529414.0694
MEM 39.550781 1572529414.1700
MEM 40.058594 1572529414.2706
MEM 41.332031 1572529414.3712
MEM 42.257812 1572529414.4719
MEM 42.691406 1572529414.5725
MEM 45.574219 1572529414.6730
MEM 46.929688 1572529414.7737
MEM 47.500000 1572529414.8742
MEM 48.339844 1572529414.9748
MEM 50.542969 1572529415.0754
MEM 50.894531 1572529415.1762
MEM 52.496094 1572529415.2768
MEM 55.289062 1572529415.3774
MEM 56.023438 1572529415.4779
MEM 56.945312 1572529415.5786
MEM 57.089844 1572529415.6792
MEM 57.531250 1572529415.7798
MEM 57.710938 1572529415.8804
MEM 58.375000 1572529415.9809
MEM 58.781250 1572529416.0814
MEM 58.906250 1572529416.1820
MEM 60.089844 1572529416.2825
MEM 60.167969 1572529416.3829
MEM 61.972656 1572529416.4835
MEM 62.082031 1572529416.5840
MEM 62.179688 1572529416.6845
MEM 63.613281 1572529416.7850
MEM 63.753906 1572529416.8856
MEM 64.167969 1572529416.9861
MEM 64.324219 1572529417.0867
MEM 64.460938 1572529417.1872
MEM 64.636719 1572529417.2877
MEM 65.007812 1572529417.3882
MEM 65.511719 1572529417.4888
MEM 65.671875 1572529417.5893
MEM 66.015625 1572529417.6898
MEM 67.257812 1572529417.7903
MEM 67.667969 1572529417.8909
MEM 67.898438 1572529417.9944
MEM 68.007812 1572529418.0949
MEM 68.417969 1572529418.1954
MEM 69.371094 1572529418.2960
MEM 71.886719 1572529418.3965
MEM 74.042969 1572529418.4969
MEM 76.316406 1572529418.5975
MEM 78.816406 1572529418.6979
MEM 80.160156 1572529418.7985
MEM 80.925781 1572529418.8991
MEM 83.296875 1572529418.9998
MEM 84.566406 1572529419.1004
MEM 85.390625 1572529419.2011
MEM 87.289062 1572529419.3018
MEM 88.816406 1572529419.4025
MEM 90.371094 1572529419.5033
MEM 92.500000 1572529419.6039
MEM 94.445312 1572529419.7045
MEM 95.464844 1572529419.8053
MEM 96.992188 1572529419.9060
MEM 98.910156 1572529420.0066
MEM 100.691406 1572529420.1073
MEM 101.968750 1572529420.2079
MEM 104.992188 1572529420.3085
MEM 107.011719 1572529420.4091
MEM 109.367188 1572529420.5098
MEM 110.636719 1572529420.6105
MEM 112.250000 1572529420.7112
MEM 114.457031 1572529420.8118
MEM 116.457031 1572529420.9125
MEM 119.785156 1572529421.0132
MEM 122.476562 1572529421.1139
MEM 125.148438 1572529421.2145
MEM 128.531250 1572529421.3153
MEM 131.296875 1572529421.4159
MEM 133.687500 1572529421.5165
MEM 136.113281 1572529421.6172
MEM 138.136719 1572529421.7179
MEM 139.378906 1572529421.8187
MEM 139.378906 1572529421.9194
MEM 139.378906 1572529422.0202
MEM 139.648438 1572529422.1210
MEM 140.929688 1572529422.2218
MEM 141.250000 1572529422.3226
MEM 141.804688 1572529422.4232
