CMDLINE /opt/rh/rh-python36/password/usr/bin/python3 MetricsBuilder2_memusage.py -s 2019-04-20T00:00:00Z -e 2019-04-22T23:59:59Z -i 5m
MEM 1.433594 1572315848.3820
MEM 9.039062 1572315848.4860
MEM 10.179688 1572315848.5864
MEM 14.953125 1572315848.6869
MEM 17.246094 1572315848.7874
MEM 20.734375 1572315848.8879
MEM 23.093750 1572315848.9884
MEM 25.773438 1572315849.0890
MEM 26.394531 1572315849.1895
MEM 26.660156 1572315849.2899
MEM 27.300781 1572315849.3904
MEM 30.453125 1572315849.4909
MEM 33.359375 1572315849.5914
MEM 35.109375 1572315849.6919
MEM 35.585938 1572315849.7924
MEM 37.222656 1572315849.8928
MEM 37.937500 1572315849.9935
MEM 40.640625 1572315850.0939
MEM 42.253906 1572315850.1943
MEM 44.585938 1572315850.2948
MEM 45.980469 1572315850.3953
MEM 46.980469 1572315850.4957
MEM 48.984375 1572315850.5962
MEM 50.714844 1572315850.6967
MEM 52.046875 1572315850.7972
MEM 55.144531 1572315850.8977
MEM 56.480469 1572315850.9982
MEM 57.722656 1572315851.0987
MEM 58.828125 1572315851.2003
MEM 59.929688 1572315851.3008
MEM 62.855469 1572315851.4013
MEM 64.714844 1572315851.5018
MEM 68.449219 1572315851.6022
MEM 71.117188 1572315851.7027
MEM 71.722656 1572315851.8032
MEM 72.167969 1572315851.9036
MEM 72.992188 1572315852.0041
MEM 74.394531 1572315852.1057
MEM 75.136719 1572315852.2062
MEM 77.031250 1572315852.3067
MEM 77.500000 1572315852.4072
MEM 77.949219 1572315852.5077
MEM 78.554688 1572315852.6082
MEM 79.449219 1572315852.7088
MEM 82.542969 1572315852.8092
MEM 83.921875 1572315852.9109
MEM 85.242188 1572315853.0114
MEM 88.441406 1572315853.1119
MEM 90.480469 1572315853.2124
MEM 91.894531 1572315853.3129
MEM 94.921875 1572315853.4135
MEM 98.687500 1572315853.5153
MEM 102.605469 1572315853.6158
MEM 106.128906 1572315853.7181
MEM 106.640625 1572315853.8193
MEM 110.250000 1572315853.9198
MEM 116.390625 1572315854.0203
MEM 118.937500 1572315854.1209
MEM 123.789062 1572315854.2249
MEM 125.355469 1572315854.3255
MEM 128.257812 1572315854.4260
MEM 131.632812 1572315854.5267
MEM 136.042969 1572315854.6272
MEM 142.839844 1572315854.7277
MEM 143.914062 1572315854.8282
MEM 146.949219 1572315854.9287
MEM 150.589844 1572315855.0292
MEM 153.660156 1572315855.1298
MEM 156.964844 1572315855.2303
MEM 159.925781 1572315855.3308
MEM 163.656250 1572315855.4313
MEM 166.351562 1572315855.5319
MEM 168.035156 1572315855.6324
MEM 172.433594 1572315855.7330
MEM 176.371094 1572315855.8335
MEM 179.496094 1572315855.9341
MEM 184.285156 1572315856.0346
MEM 188.472656 1572315856.1351
MEM 190.664062 1572315856.2357
MEM 194.726562 1572315856.3380
MEM 199.406250 1572315856.4386
MEM 203.925781 1572315856.5391
MEM 207.753906 1572315856.6397
MEM 213.675781 1572315856.7402
MEM 215.003906 1572315856.8407
MEM 218.984375 1572315856.9413
MEM 225.261719 1572315857.0418
MEM 230.015625 1572315857.1423
MEM 236.062500 1572315857.2429
MEM 237.593750 1572315857.3435
MEM 240.152344 1572315857.4440
MEM 245.691406 1572315857.5446
MEM 251.015625 1572315857.6468
MEM 257.425781 1572315857.7473
MEM 262.929688 1572315857.8479
MEM 264.660156 1572315857.9505
MEM 267.242188 1572315858.0510
MEM 272.035156 1572315858.1516
MEM 277.269531 1572315858.2538
MEM 282.433594 1572315858.3544
MEM 289.828125 1572315858.4549
MEM 295.605469 1572315858.5554
MEM 298.558594 1572315858.6560
MEM 300.785156 1572315858.7566
MEM 307.562500 1572315858.8571
MEM 312.976562 1572315858.9577
MEM 318.597656 1572315859.0582
MEM 325.925781 1572315859.1588
MEM 331.863281 1572315859.2595
MEM 336.042969 1572315859.3600
MEM 336.300781 1572315859.4630
MEM 340.222656 1572315859.5636
MEM 341.625000 1572315859.6642
MEM 344.031250 1572315859.7648
MEM 344.226562 1572315859.8653
MEM 345.714844 1572315859.9659
MEM 345.968750 1572315860.0664
MEM 346.226562 1572315860.1669
MEM 346.484375 1572315860.2675
MEM 348.300781 1572315860.3680
MEM 351.410156 1572315860.4685
MEM 353.210938 1572315860.5702
MEM 356.289062 1572315860.6708
MEM 359.343750 1572315860.7713
MEM 360.109375 1572315860.8718
MEM 361.890625 1572315860.9723
MEM 361.890625 1572315861.0729
MEM 361.890625 1572315861.1735
MEM 361.890625 1572315861.2740
MEM 363.179688 1572315861.3746
MEM 363.179688 1572315861.4751
MEM 368.203125 1572315861.5757
MEM 371.027344 1572315861.6763
MEM 372.585938 1572315861.7768
MEM 374.625000 1572315861.8774
MEM 377.964844 1572315861.9779
MEM 383.031250 1572315862.0785
MEM 388.691406 1572315862.1790
MEM 395.406250 1572315862.2796
MEM 402.285156 1572315862.3802
MEM 402.285156 1572315862.4808
MEM 404.335938 1572315862.5830
MEM 410.855469 1572315862.6836
MEM 417.457031 1572315862.7841
MEM 422.082031 1572315862.8847
MEM 425.417969 1572315862.9852
MEM 430.230469 1572315863.0858
MEM 436.589844 1572315863.1869
MEM 439.667969 1572315863.2876
MEM 439.667969 1572315863.3883
MEM 441.585938 1572315863.4890
MEM 447.144531 1572315863.5895
MEM 449.546875 1572315863.6901
MEM 452.445312 1572315863.7908
MEM 458.460938 1572315863.8915
MEM 464.089844 1572315863.9922
MEM 467.687500 1572315864.0928
MEM 471.707031 1572315864.1934
MEM 475.523438 1572315864.2941
MEM 481.109375 1572315864.3948
MEM 482.898438 1572315864.4956
MEM 482.898438 1572315864.5963
MEM 487.925781 1572315864.6970
MEM 492.394531 1572315864.7977
MEM 497.171875 1572315864.8984
MEM 503.039062 1572315864.9991
MEM 507.085938 1572315865.0997
MEM 512.171875 1572315865.2004
MEM 515.246094 1572315865.3012
MEM 520.679688 1572315865.4019
MEM 525.816406 1572315865.5027
MEM 529.957031 1572315865.6032
MEM 535.261719 1572315865.7040
MEM 535.261719 1572315865.8048
MEM 535.519531 1572315865.9055
MEM 539.617188 1572315866.0061
MEM 543.089844 1572315866.1068
MEM 547.792969 1572315866.2075
MEM 553.398438 1572315866.3083
MEM 558.554688 1572315866.4089
MEM 564.914062 1572315866.5097
MEM 569.187500 1572315866.6104
MEM 574.867188 1572315866.7113
MEM 580.582031 1572315866.8120
MEM 584.960938 1572315866.9127
MEM 589.050781 1572315867.0134
MEM 592.593750 1572315867.1141
MEM 592.593750 1572315867.2148
MEM 594.652344 1572315867.3155
MEM 598.320312 1572315867.4161
MEM 600.527344 1572315867.5167
MEM 603.839844 1572315867.6173
MEM 608.726562 1572315867.7180
MEM 613.917969 1572315867.8187
MEM 622.734375 1572315867.9193
MEM 632.894531 1572315868.0199
MEM 643.562500 1572315868.1206
MEM 652.601562 1572315868.2212
MEM 653.105469 1572315868.3218
MEM 655.445312 1572315868.4225
MEM 658.128906 1572315868.5231
MEM 658.128906 1572315868.6237
MEM 659.148438 1572315868.7243
MEM 659.875000 1572315868.8249
MEM 661.906250 1572315868.9256
MEM 664.472656 1572315869.0262
MEM 665.589844 1572315869.1302
MEM 665.589844 1572315869.2308
MEM 665.589844 1572315869.3314
MEM 665.589844 1572315869.4320
MEM 666.136719 1572315869.5326
MEM 670.492188 1572315869.6332
MEM 672.257812 1572315869.7338
MEM 677.886719 1572315869.8343
MEM 680.699219 1572315869.9349
MEM 683.011719 1572315870.0354
MEM 683.582031 1572315870.1360
