CMDLINE /opt/rh/rh-python36/password/usr/bin/python3 MetricsBuilder2_memusage.py -s 2019-04-20T00:00:00Z -e 2019-04-20T23:59:59Z -i 5m
MEM 0.003906 1572548894.8370
MEM 8.039062 1572548894.9377
MEM 10.929688 1572548895.0382
MEM 15.789062 1572548895.1389
MEM 17.820312 1572548895.2395
MEM 20.726562 1572548895.3400
MEM 21.878906 1572548895.4405
MEM 22.679688 1572548895.5411
MEM 25.160156 1572548895.6421
MEM 26.363281 1572548895.7426
MEM 27.902344 1572548895.8432
MEM 29.574219 1572548895.9437
MEM 30.339844 1572548896.0498
MEM 31.113281 1572548896.1503
MEM 32.171875 1572548896.2508
MEM 33.609375 1572548896.3518
MEM 34.890625 1572548896.4523
MEM 35.816406 1572548896.5529
MEM 36.425781 1572548896.6534
MEM 36.976562 1572548896.7539
MEM 37.996094 1572548896.8544
MEM 38.507812 1572548896.9549
MEM 39.921875 1572548897.0555
MEM 41.507812 1572548897.1560
MEM 42.203125 1572548897.2565
MEM 43.484375 1572548897.3573
MEM 44.449219 1572548897.4578
MEM 45.281250 1572548897.5599
MEM 45.539062 1572548897.6619
MEM 46.050781 1572548897.7625
MEM 47.148438 1572548897.8631
MEM 47.148438 1572548897.9637
MEM 48.402344 1572548898.0642
MEM 48.804688 1572548898.1647
MEM 49.906250 1572548898.2652
MEM 50.929688 1572548898.3657
MEM 51.703125 1572548898.4662
MEM 52.472656 1572548898.5667
MEM 53.585938 1572548898.6673
MEM 54.757812 1572548898.7678
MEM 55.519531 1572548898.8683
MEM 56.906250 1572548898.9689
MEM 57.421875 1572548899.0694
MEM 57.679688 1572548899.1699
MEM 58.191406 1572548899.2705
MEM 58.960938 1572548899.3710
MEM 59.722656 1572548899.4715
MEM 60.628906 1572548899.5719
MEM 62.218750 1572548899.6724
MEM 63.089844 1572548899.7731
MEM 63.980469 1572548899.8736
MEM 64.746094 1572548899.9743
MEM 65.546875 1572548900.0748
MEM 65.679688 1572548900.1754
MEM 67.210938 1572548900.2759
MEM 68.480469 1572548900.3765
MEM 70.441406 1572548900.4771
MEM 71.878906 1572548900.5777
MEM 72.136719 1572548900.6782
MEM 73.156250 1572548900.7787
MEM 73.667969 1572548900.8793
MEM 74.667969 1572548900.9798
MEM 76.394531 1572548901.0803
MEM 76.910156 1572548901.1809
MEM 78.812500 1572548901.2832
MEM 78.812500 1572548901.3837
MEM 79.066406 1572548901.4843
MEM 80.359375 1572548901.5848
MEM 81.519531 1572548901.6853
MEM 83.023438 1572548901.7859
MEM 83.792969 1572548901.8864
MEM 84.652344 1572548901.9870
MEM 85.347656 1572548902.0875
MEM 86.210938 1572548902.1880
MEM 87.750000 1572548902.2885
MEM 88.570312 1572548902.3890
MEM 91.167969 1572548902.4896
MEM 90.980469 1572548902.5901
MEM 91.234375 1572548902.6906
MEM 92.566406 1572548902.7911
MEM 93.562500 1572548902.8916
MEM 94.515625 1572548902.9922
MEM 95.714844 1572548903.0927
MEM 96.894531 1572548903.1933
MEM 97.402344 1572548903.2937
MEM 100.039062 1572548903.3943
MEM 101.136719 1572548903.4949
MEM 102.343750 1572548903.5955
MEM 102.378906 1572548903.6959
MEM 103.000000 1572548903.7964
MEM 104.003906 1572548903.8970
MEM 105.148438 1572548903.9976
MEM 106.253906 1572548904.0980
MEM 107.226562 1572548904.1985
MEM 107.664062 1572548904.2990
MEM 107.578125 1572548904.3995
MEM 107.902344 1572548904.5000
MEM 108.664062 1572548904.6004
MEM 108.648438 1572548904.7009
MEM 110.753906 1572548904.8015
MEM 110.757812 1572548904.9020
MEM 111.617188 1572548905.0025
MEM 112.882812 1572548905.1030
MEM 113.910156 1572548905.2035
MEM 115.457031 1572548905.3040
MEM 116.363281 1572548905.4045
MEM 116.554688 1572548905.5051
MEM 116.550781 1572548905.6056
MEM 117.796875 1572548905.7061
MEM 117.933594 1572548905.8066
MEM 118.488281 1572548905.9071
MEM 120.203125 1572548906.0077
MEM 121.203125 1572548906.1082
MEM 121.578125 1572548906.2087
MEM 122.652344 1572548906.3092
MEM 122.652344 1572548906.4097
MEM 123.160156 1572548906.5103
MEM 125.476562 1572548906.6108
MEM 126.121094 1572548906.7113
MEM 127.910156 1572548906.8118
MEM 129.066406 1572548906.9124
MEM 129.734375 1572548907.0128
MEM 130.378906 1572548907.1134
MEM 131.035156 1572548907.2139
MEM 132.902344 1572548907.3144
MEM 134.937500 1572548907.4149
MEM 136.683594 1572548907.5155
MEM 137.968750 1572548907.6159
MEM 138.214844 1572548907.7164
MEM 138.472656 1572548907.8170
MEM 138.527344 1572548907.9174
MEM 139.007812 1572548908.0180
MEM 139.703125 1572548908.1184
MEM 139.601562 1572548908.2189
MEM 141.710938 1572548908.3195
MEM 141.832031 1572548908.4200
MEM 141.902344 1572548908.5204
MEM 142.550781 1572548908.6209
MEM 142.550781 1572548908.7214
MEM 144.800781 1572548908.8219
MEM 144.800781 1572548908.9224
MEM 145.808594 1572548909.0230
MEM 146.605469 1572548909.1235
MEM 147.023438 1572548909.2239
MEM 147.582031 1572548909.3245
MEM 148.691406 1572548909.4250
MEM 149.300781 1572548909.5255
MEM 150.750000 1572548909.6260
MEM 152.226562 1572548909.7265
MEM 152.910156 1572548909.8270
MEM 153.335938 1572548909.9275
MEM 154.007812 1572548910.0280
MEM 155.195312 1572548910.1286
MEM 156.796875 1572548910.2292
MEM 158.554688 1572548910.3298
MEM 159.937500 1572548910.4304
MEM 160.554688 1572548910.5310
MEM 162.105469 1572548910.6314
MEM 164.050781 1572548910.7319
MEM 166.000000 1572548910.8350
MEM 166.472656 1572548910.9354
MEM 166.589844 1572548911.0359
MEM 166.957031 1572548911.1399
MEM 167.234375 1572548911.2404
MEM 167.457031 1572548911.3409
MEM 167.949219 1572548911.4414
MEM 168.425781 1572548911.5419
MEM 168.535156 1572548911.6424
MEM 168.792969 1572548911.7429
MEM 169.113281 1572548911.8434
MEM 169.156250 1572548911.9439
MEM 169.312500 1572548912.0443
MEM 169.636719 1572548912.1449
MEM 172.273438 1572548912.2454
MEM 173.109375 1572548912.3458
