CMDLINE /opt/rh/rh-python36/password/usr/bin/python3 MetricsBuilder2_memusage.py -s 2019-04-20T00:00:00Z -e 2019-04-21T23:59:59Z -i 5m
MEM 0.003906 1572316039.1717
MEM 10.027344 1572316039.2722
MEM 15.703125 1572316039.3726
MEM 19.156250 1572316039.4730
MEM 21.242188 1572316039.5734
MEM 23.519531 1572316039.6738
MEM 25.105469 1572316039.7742
MEM 27.445312 1572316039.8747
MEM 28.855469 1572316039.9751
MEM 29.726562 1572316040.0755
MEM 30.824219 1572316040.1759
MEM 33.390625 1572316040.2763
MEM 35.445312 1572316040.3767
MEM 38.160156 1572316040.4771
MEM 39.582031 1572316040.5776
MEM 40.519531 1572316040.6780
MEM 42.707031 1572316040.7785
MEM 43.777344 1572316040.8789
MEM 45.265625 1572316040.9793
MEM 45.894531 1572316041.0798
MEM 46.847656 1572316041.1807
MEM 48.621094 1572316041.2811
MEM 49.082031 1572316041.3815
MEM 49.500000 1572316041.4838
MEM 50.699219 1572316041.5843
MEM 52.160156 1572316041.6847
MEM 52.589844 1572316041.7852
MEM 53.640625 1572316041.8857
MEM 54.472656 1572316041.9861
MEM 54.843750 1572316042.0866
MEM 55.519531 1572316042.1870
MEM 56.960938 1572316042.2875
MEM 58.089844 1572316042.3879
MEM 58.941406 1572316042.4884
MEM 62.195312 1572316042.5888
MEM 64.957031 1572316042.6893
MEM 68.460938 1572316042.7898
MEM 72.726562 1572316042.8903
MEM 75.371094 1572316042.9908
MEM 77.253906 1572316043.0912
MEM 77.507812 1572316043.1918
MEM 79.265625 1572316043.2923
MEM 82.042969 1572316043.3928
MEM 85.539062 1572316043.4933
MEM 87.914062 1572316043.5938
MEM 91.335938 1572316043.6943
MEM 95.171875 1572316043.7947
MEM 98.742188 1572316043.8952
MEM 102.964844 1572316043.9957
MEM 107.273438 1572316044.0962
MEM 110.832031 1572316044.1967
MEM 111.851562 1572316044.2972
MEM 115.515625 1572316044.3977
MEM 119.250000 1572316044.4983
MEM 121.453125 1572316044.5987
MEM 123.574219 1572316044.6993
MEM 126.316406 1572316044.7999
MEM 129.375000 1572316044.9004
MEM 130.175781 1572316045.0011
MEM 132.269531 1572316045.1018
MEM 134.371094 1572316045.2024
MEM 136.750000 1572316045.3029
MEM 139.343750 1572316045.4036
MEM 142.261719 1572316045.5042
MEM 145.832031 1572316045.6048
MEM 148.523438 1572316045.7054
MEM 149.812500 1572316045.8061
MEM 151.351562 1572316045.9067
MEM 154.417969 1572316046.0073
MEM 157.386719 1572316046.1080
MEM 160.328125 1572316046.2086
MEM 164.941406 1572316046.3093
MEM 167.761719 1572316046.4099
MEM 170.464844 1572316046.5106
MEM 170.972656 1572316046.6112
MEM 173.781250 1572316046.7119
MEM 177.203125 1572316046.8125
MEM 180.125000 1572316046.9132
MEM 183.023438 1572316047.0138
MEM 184.320312 1572316047.1144
MEM 186.738281 1572316047.2150
MEM 188.988281 1572316047.3156
MEM 190.843750 1572316047.4164
MEM 192.964844 1572316047.5171
MEM 197.082031 1572316047.6177
MEM 197.433594 1572316047.7184
MEM 199.132812 1572316047.8191
MEM 200.816406 1572316047.9197
MEM 203.183594 1572316048.0204
MEM 205.691406 1572316048.1210
MEM 208.015625 1572316048.2216
MEM 210.074219 1572316048.3222
MEM 212.375000 1572316048.4228
MEM 214.859375 1572316048.5234
MEM 217.652344 1572316048.6241
MEM 218.933594 1572316048.7248
MEM 219.953125 1572316048.8254
MEM 221.914062 1572316048.9260
MEM 222.996094 1572316049.0267
MEM 224.402344 1572316049.1273
MEM 225.796875 1572316049.2279
MEM 227.328125 1572316049.3287
MEM 227.964844 1572316049.4292
MEM 229.117188 1572316049.5298
MEM 230.000000 1572316049.6304
MEM 232.218750 1572316049.7311
MEM 235.164062 1572316049.8317
MEM 237.175781 1572316049.9323
MEM 237.175781 1572316050.0330
MEM 239.027344 1572316050.1336
MEM 240.914062 1572316050.2342
MEM 244.777344 1572316050.3348
MEM 247.207031 1572316050.4354
MEM 250.269531 1572316050.5377
